room_id;speaker_id;time;message
1;2;2021-04-27 10:02:46.456208;Do you like it?
1;3;2021-04-27 10:03:35.456208;Oh, yes, I really like it.
1;2;2021-04-27 10:04:34.456208;Why do you like it?
1;3;2021-04-27 10:05:03.456208;Because it has great teachers.
1;1;2021-04-27 10:05:52.456208;What else?
1;2;2021-04-27 10:06:02.456208;I like all my classmates, too.
1;1;2021-04-27 10:07:10.456208;What do we need to buy?
1;3;2021-04-27 10:08:54.456208;Let me look at our list.
1;2;2021-04-27 10:10:33.456208;I know that we need milk.
1;1;2021-04-27 10:11:17.456208;Nonfat.
1;2;2021-04-27 10:11:56.456208;Of course. What else?
1;2;2021-04-27 10:12:36.456208;We need cheese, bread, and ham.
1;1;2021-04-27 10:12:54.456208;What kind of cheese?
1;1;2021-04-27 10:14:10.456208;Swiss.
1;1;2021-04-27 10:15:59.456208;Of course, the cheese with holes in it.
1;3;2021-04-27 10:17:52.456208;I never used to buy Swiss cheese.
1;2;2021-04-27 10:19:49.456208;Why not?
1;2;2021-04-27 10:21:03.456208;I didn't want to pay for the holes
1;1;2021-04-27 10:22:20.456208;Hi, Helen! How is it going?
1;2;2021-04-27 10:22:53.456208;Fine, thanks for asking and you?
1;2;2021-04-27 10:23:19.456208;Just fine. Where are you off to?
1;3;2021-04-27 10:24:55.456208;To the library. I've got a history exam next week
1;1;2021-04-27 10:26:20.456208;Oh, no. Well, I'll see you later then. Good luck!
1;1;2021-04-27 10:27:21.456208;Thanks. See you later.
1;3;2021-04-27 10:28:32.456208;I need some pants.
1;2;2021-04-27 10:29:10.456208;I thought you just bought a pair.
1;3;2021-04-27 10:30:15.456208;I did.
1;3;2021-04-27 10:31:16.456208;What's wrong with them so soon?
1;1;2021-04-27 10:32:59.456208;The pants are fine, but the pocket has a huge hole in it.
1;3;2021-04-27 10:33:22.456208;You shouldn't carry your keys and pens in your pocket.
1;3;2021-04-27 10:34:21.456208;But that's what pockets are for.
1;3;2021-04-27 10:35:00.456208;You should carry them in a purse.
1;1;2021-04-27 10:36:36.456208;I'm a man, and men don't carry purses!
1;2;2021-04-27 10:36:46.456208;Well, you should buy pants with stronger pockets.
1;2;2021-04-27 10:37:01.456208;I would if I could find someone who makes strong pockets.
1;2;2021-04-27 10:37:35.456208;Try a Google search online.
1;3;2021-04-27 10:38:45.456208;I'm trying to stretch my dollars.
1;2;2021-04-27 10:40:23.456208;How are you doing that?
1;3;2021-04-27 10:42:07.456208;I started shopping at the dollar store.
1;3;2021-04-27 10:42:22.456208;That saves a lot of money.
1;3;2021-04-27 10:44:03.456208;I bought three pounds of potatoes for a dollar.
1;2;2021-04-27 10:45:46.456208;That's a good deal.
1;3;2021-04-27 10:47:18.456208;Yes, even though some of the potatoes had eyes.
1;3;2021-04-27 10:47:34.456208;Just put them in the fridge.
1;2;2021-04-27 10:48:59.456208;Also, I bought a can of cheap coffee and a bag of good coffee.
1;3;2021-04-27 10:49:34.456208;Why did you do that?
1;1;2021-04-27 10:50:26.456208;I mixed them together.
1;3;2021-04-27 10:52:01.456208;If the coffee still tastes okay, that's a good idea.
1;1;2021-04-27 10:53:59.456208;Let's go jogging.
1;3;2021-04-27 10:54:44.456208;That's a good idea.
1;1;2021-04-27 10:55:40.456208;I bought some new shoes.
1;2;2021-04-27 10:56:12.456208;Are they comfortable?
1;1;2021-04-27 10:57:44.456208;They're very comfortable.
1;2;2021-04-27 10:58:29.456208;How much were they?
1;3;2021-04-27 10:59:40.456208;They were on sale for $80.
1;2;2021-04-27 11:00:59.456208;Do they help you run faster?
1;2;2021-04-27 11:02:29.456208;No, but my feet don't hurt anymore.
1;1;2021-04-27 11:02:39.456208;Then they're worth every penny.
1;3;2021-04-27 11:03:25.456208;You might want to buy a pair.
1;2;2021-04-27 11:04:47.456208;I'll wait until I wear this pair out
1;1;2021-04-27 11:06:15.456208;Baseball is fun.
1;2;2021-04-27 11:07:32.456208;I like to hit the ball.
1;1;2021-04-27 11:08:50.456208;I like to run around the bases.
1;3;2021-04-27 11:09:11.456208;I like to slide into the bases.
1;2;2021-04-27 11:10:10.456208;Yeah. It's a lot of fun to slide.
1;2;2021-04-27 11:10:59.456208;I want to be a baseball player when I grow up.
1;2;2021-04-27 11:12:24.456208;Me too. I want to play for the Yankees.
1;1;2021-04-27 11:12:34.456208;Not me. I want to play for the Dodgers.
1;1;2021-04-27 11:13:02.456208;We have to practice every day.
1;1;2021-04-27 11:13:25.456208;I don't like practice.
1;2;2021-04-27 11:13:59.456208;Me neither. It's boring.
1;3;2021-04-27 11:14:55.456208;But practice makes perfect.
1;2;2021-04-27 11:16:35.456208;What did you do?
1;2;2021-04-27 11:17:22.456208;I watered all the plants.
1;3;2021-04-27 11:17:57.456208;You have a lot of plants.
1;3;2021-04-27 11:19:35.456208;Then I did my laundry.
1;3;2021-04-27 11:20:30.456208;Did you do the laundry?
1;3;2021-04-27 11:21:38.456208;Yes, I did.
1;1;2021-04-27 11:21:49.456208;What did you wash?
1;2;2021-04-27 11:23:02.456208;I washed the sheets and towels.
1;2;2021-04-27 11:24:01.456208;What about the pillowcases?
1;1;2021-04-27 11:24:25.456208;Yes, I took them off the pillows and washed them.
1;1;2021-04-27 11:25:27.456208;Did you dry everything in the dryer?
1;1;2021-04-27 11:26:39.456208;Yes, I dried everything in the dryer.
1;2;2021-04-27 11:27:53.456208;Then what did you do?
1;1;2021-04-27 11:28:42.456208;I folded all the towels.
1;1;2021-04-27 11:29:20.456208;Did you put the sheets on the beds?
1;3;2021-04-27 11:30:34.456208;Yes, and I put the pillowcases on the pillows
1;2;2021-04-27 11:32:27.456208;Do you listen to the radio?
1;3;2021-04-27 11:34:19.456208;I listen day and night.
1;3;2021-04-27 11:35:54.456208;What do you listen to?
1;1;2021-04-27 11:37:10.456208;Mostly talk radio.
1;1;2021-04-27 11:37:34.456208;What's that?
1;2;2021-04-27 11:37:44.456208;People talk about current events.
1;3;2021-04-27 11:38:42.456208;What do they say?
1;3;2021-04-27 11:39:13.456208;They say they want change.
1;3;2021-04-27 11:40:49.456208;What kind of change?
1;1;2021-04-27 11:41:30.456208;They want tax cuts.
1;3;2021-04-27 11:43:07.456208;Why do they want tax cuts?
1;1;2021-04-27 11:44:40.456208;Because tax cuts will save them money.
1;1;2021-04-27 11:45:48.456208;What is there to eat?
1;2;2021-04-27 11:47:24.456208;I don't know. Look in the fridge.
1;3;2021-04-27 11:47:57.456208;Where's the mustard?
1;3;2021-04-27 11:49:43.456208;It's in the fridge, I think.
1;2;2021-04-27 11:50:47.456208;Do you want a sandwich?
1;3;2021-04-27 11:52:09.456208;Yes, that sounds nice.
1;1;2021-04-27 11:53:04.456208;How about some potato chips?
1;1;2021-04-27 11:54:04.456208;Yes. And a pickle, if we have any.
1;1;2021-04-27 11:55:15.456208;Something's wrong with my computer.
1;1;2021-04-27 11:55:35.456208;Exactly what?
1;3;2021-04-27 11:56:31.456208;All I get is a black screen.
1;1;2021-04-27 11:57:04.456208;What's the matter?
1;1;2021-04-27 11:57:42.456208;I think I know, because this happened before.
1;1;2021-04-27 11:58:31.456208;What happened before?
1;3;2021-04-27 11:58:49.456208;My hard drive crashed.
1;2;2021-04-27 12:00:33.456208;Oh, no. That's bad news.
1;2;2021-04-27 12:02:15.456208;It sure is, but I'm going to call HP first, just to make sure.
1;3;2021-04-27 12:03:28.456208;Will you lose all your files?
1;1;2021-04-27 12:03:40.456208;No, I always back up my files.
1;2;2021-04-27 12:05:14.456208;You're smart.
1;3;2021-04-27 12:06:09.456208;Can I ask you a few personal questions?
1;2;2021-04-27 12:07:14.456208;Certainly.
1;1;2021-04-27 12:09:00.456208;What's your name?
1;3;2021-04-27 12:10:27.456208;Peter Asilov.
1;1;2021-04-27 12:11:52.456208;What's your address?
1;2;2021-04-27 12:13:02.456208;I live at 45 NW 75th Avenue, Phoenix, Arizona.
1;3;2021-04-27 12:14:36.456208;What's your cell phone number?
1;2;2021-04-27 12:15:35.456208;My number is 409-498-2091
1;3;2021-04-27 12:16:22.456208;When is your birthday?
1;1;2021-04-27 12:16:38.456208;I was born on July 5, 1987.
1;2;2021-04-27 12:16:57.456208;Are you married?
1;1;2021-04-27 12:17:20.456208;Yes,I'm.
1;3;2021-04-27 12:19:12.456208;What's your profession?
1;3;2021-04-27 12:20:13.456208;I'm a bot.
1;1;2021-04-27 12:20:34.456208;Can you dance well?
1;3;2021-04-27 12:22:16.456208;Ha ha. Yes, I can dance!
1;1;2021-04-27 12:22:31.456208;Did you meet anyone?
1;3;2021-04-27 12:22:47.456208;Yes, I met an interesting Japanese woman.
1;1;2021-04-27 12:24:41.456208;Can you speak Japanese?
1;2;2021-04-27 12:24:59.456208;No.
1;1;2021-04-27 12:25:54.456208;How can I help you?
1;2;2021-04-27 12:27:53.456208;Yes. I'm looking for a sweater like this one, but in a smaller size.
1;3;2021-04-27 12:28:47.456208;May I try it on?
1;3;2021-04-27 12:30:19.456208;Sure, the changing rooms are over there.
1;2;2021-04-27 12:30:56.456208;How much does it cost?
1;3;2021-04-27 12:31:52.456208;It's $45.
1;1;2021-04-27 12:32:29.456208;How would you like to pay?
1;3;2021-04-27 12:33:23.456208;I pay by credit card.
1;2;2021-04-27 12:35:06.456208;What do you like doing in your spare time?
1;1;2021-04-27 12:36:57.456208;I like hanging out downtown with my friends.
1;3;2021-04-27 12:38:53.456208;What does your friend Tom look like?
1;2;2021-04-27 12:39:54.456208;He's tall with a beard and blue eyes.
1;2;2021-04-27 12:41:46.456208;What is he like?
1;3;2021-04-27 12:42:38.456208;He's very friendly and really intelligent.
1;1;2021-04-27 12:43:21.456208;What would you like to do now?
1;3;2021-04-27 12:43:49.456208;Let's go hang out with Tom!
1;1;2021-04-27 12:44:20.456208;How is your day going?
1;1;2021-04-27 12:45:54.456208;Quite busy.
1;3;2021-04-27 12:46:33.456208;What are you doing now?
1;2;2021-04-27 12:46:44.456208;I'm watching TV.
1;2;2021-04-27 12:47:12.456208;What are you watching?
1;1;2021-04-27 12:47:45.456208;I'm watching Friends.
1;2;2021-04-27 12:49:03.456208;You want to do something?
1;2;2021-04-27 12:50:25.456208;Yes.
1;2;2021-04-27 12:52:08.456208;Hi Steve. What are you doing here?
1;2;2021-04-27 12:52:55.456208;I'm meeting a friend here for dinner.
1;2;2021-04-27 12:53:36.456208;Didn't you finish school yet?
1;2;2021-04-27 12:54:09.456208;I have one more year, and then I'm done.
1;3;2021-04-27 12:54:35.456208;What are you majoring in?
1;1;2021-04-27 12:55:34.456208;I'm majoring in Sociology"
1;1;2021-04-27 12:56:53.456208;How do you like your major?
1;2;2021-04-27 12:57:12.456208;I really find the subject very interesting.
1;1;2021-04-27 12:57:28.456208;Alright, I'll talk to you later.
1;1;2021-04-27 12:58:02.456208;Okay. See you later.
1;3;2021-04-27 12:58:13.456208;What are you doing now?
1;1;2021-04-27 12:59:12.456208;I'm playing pool with my friends at a pool hall.
1;2;2021-04-27 13:00:08.456208;Are you having fun?
1;3;2021-04-27 13:01:01.456208;I'm having a great time. How about you? What are you doing?
1;1;2021-04-27 13:02:59.456208;Hi. How are you doing this afternoon?
1;1;2021-04-27 13:04:37.456208;Fine, thank you. Can I see a menu, please?
1;3;2021-04-27 13:04:50.456208;Certainly, here you are.
1;3;2021-04-27 13:05:05.456208;Thank you. What's today's special?
1;1;2021-04-27 13:06:08.456208;Would you like something to drink?
1;3;2021-04-27 13:06:20.456208;Yes, I'd like a coke.
1;1;2021-04-27 13:07:27.456208;Here you are. Enjoy your meal!
1;2;2021-04-27 13:08:38.456208;Thank you.
1;3;2021-04-27 13:09:15.456208;Can I get you anything else?
1;1;2021-04-27 13:10:41.456208;No thanks. I'd like to have the bill, please.
1;1;2021-04-27 13:12:21.456208;That'll be $14.95.
1;1;2021-04-27 13:13:57.456208;Here you are. Keep the change!
1;3;2021-04-27 13:15:20.456208;Thank you! Have a good day!
1;1;2021-04-27 13:17:13.456208;Goodbye.
1;1;2021-04-27 13:18:57.456208;What would you like to drink?
1;1;2021-04-27 13:19:17.456208;I'll have water.
1;2;2021-04-27 13:20:21.456208;I'll get the drinks and the appetizers.
1;3;2021-04-27 13:22:13.456208;Thankyou.
1;3;2021-04-27 13:23:03.456208;Where are you from?
1;1;2021-04-27 13:24:11.456208;I'm Japanese.
1;2;2021-04-27 13:25:53.456208;What part of Japan do you come from?
1;2;2021-04-27 13:27:20.456208;Originally I'm from Toyama, but I live in Kyoto now.
1;3;2021-04-27 13:27:34.456208;Hi
1;3;2021-04-27 13:29:26.456208;hi
1;2;2021-04-27 13:31:09.456208;Do you have a drink?
1;3;2021-04-27 13:32:09.456208;Not yet.
1;2;2021-04-27 13:32:38.456208;What are you drinking?
1;3;2021-04-27 13:33:53.456208;Cafe Latte.
1;1;2021-04-27 13:35:46.456208;Do you want another?
1;2;2021-04-27 13:36:33.456208;No thanks.
1;1;2021-04-27 13:38:16.456208;What's the latte like?
1;1;2021-04-27 13:38:28.456208;It's great. I recommend it.
1;2;2021-04-27 13:38:46.456208;See you in a minute.
1;1;2021-04-27 13:39:54.456208;See you in a bit.
1;3;2021-04-27 13:40:04.456208;I just bought a ticket to New York City.
1;3;2021-04-27 13:41:55.456208;Traveling is so much fun. I love
1;2;2021-04-27 13:43:09.456208;When are you leaving?
1;1;2021-04-27 13:43:25.456208;Next week.
1;2;2021-04-27 13:45:10.456208;You will have so much fun.
1;3;2021-04-27 13:46:20.456208;I hope so.
1;3;2021-04-27 13:47:35.456208;Hi
1;3;2021-04-27 13:48:00.456208;Oh, hi
1;3;2021-04-27 13:48:14.456208;How are you doing?
1;3;2021-04-27 13:49:16.456208;I'm doing alright. How about you?
1;1;2021-04-27 13:49:52.456208;The weather is great isn't it?
1;2;2021-04-27 13:50:50.456208;Yes. It's absolutely beautiful today.
1;3;2021-04-27 13:51:53.456208;So where are you going now?
1;1;2021-04-27 13:52:06.456208;I'm going to meet a friend of mine at the department store.
1;1;2021-04-27 13:52:25.456208;Going to do a little shopping?
1;1;2021-04-27 13:53:46.456208;Yeah, I have to buy some presents for my parents.
1;3;2021-04-27 13:55:29.456208;What's the occasion?
1;3;2021-04-27 13:57:23.456208;It's anniversary.
1;1;2021-04-27 13:57:53.456208;I'll see you next time.
1;1;2021-04-27 13:58:37.456208;Sure Bye.
1;2;2021-04-27 13:58:51.456208;How can I help you?
1;3;2021-04-27 14:00:12.456208;No thanks, I am just looking around.
1;1;2021-04-27 14:01:49.456208;Can I try it on?
1;1;2021-04-27 14:02:52.456208;Sure, the changing rooms are over there.
1;1;2021-04-27 14:03:35.456208;Have you got something bigger?
1;1;2021-04-27 14:05:25.456208;Certainly, we've got  larger sizes as well.
1;2;2021-04-27 14:05:54.456208;How much does it cost?
1;2;2021-04-27 14:07:48.456208;This costs $56
1;2;2021-04-27 14:08:54.456208;How would you like to pay?
1;3;2021-04-27 14:09:17.456208;I would like to pay by cash.
1;2;2021-04-27 14:10:05.456208;Can I pay by credit card?
1;2;2021-04-27 14:11:23.456208;Certainly. We accept all the major cards.
1;1;2021-04-27 14:12:32.456208;What time is it?
1;3;2021-04-27 14:14:10.456208;It's one o'clock.
1;1;2021-04-27 14:15:42.456208;May I open the window?
1;2;2021-04-27 14:16:52.456208;Certainly.
1;2;2021-04-27 14:17:14.456208;Is there a bakery near here?
1;3;2021-04-27 14:17:32.456208;Yes. There is a bakery nearby
1;2;2021-04-27 14:18:54.456208;Where is the nearest bank?
1;1;2021-04-27 14:19:38.456208;The nearest bank is on united street.
1;3;2021-04-27 14:21:22.456208;Who wrote this article?
1;3;2021-04-27 14:21:34.456208;Michelle wrote this article.The Sun Also Rises.
1;2;2021-04-27 14:22:14.456208;Is there any rice?
1;1;2021-04-27 14:23:10.456208;Yes, there's a lot of rice left.
1;1;2021-04-27 14:24:08.456208;Are there any sandwiches?
1;2;2021-04-27 14:24:57.456208;No, there aren't any sandwiches left.
1;3;2021-04-27 14:26:05.456208;Is this your book?
1;1;2021-04-27 14:26:55.456208;No, I think it's his book.
1;3;2021-04-27 14:27:11.456208;What do you like to do on weekends?
1;3;2021-04-27 14:28:59.456208;I like playing cricket, reading and listening to pop music.
1;1;2021-04-27 14:29:31.456208;What does she look like?
1;2;2021-04-27 14:30:39.456208;She's tall and slim with blonde hair.
1;3;2021-04-27 14:32:06.456208;What would you like to eat?
1;2;2021-04-27 14:32:38.456208;I'd like a burger, chips and soda.
1;2;2021-04-27 14:34:16.456208;What is it like?
1;2;2021-04-27 14:35:32.456208;It's an interesting country many things to see and do.
1;3;2021-04-27 14:35:43.456208;What's the weather like?
1;2;2021-04-27 14:36:59.456208;It's raining heavily at the moment.
1;1;2021-04-27 14:37:14.456208;Would you like some coffee?
1;3;2021-04-27 14:38:07.456208;Yes, thank you. I'd like some coffee.
1;1;2021-04-27 14:38:41.456208;Would you like something to drink?
1;3;2021-04-27 14:40:32.456208;Thank you. Could I have a cup of coffee and some cake?
1;2;2021-04-27 14:41:49.456208;What's it about?
1;2;2021-04-27 14:43:11.456208;It's about a young girl who has many adventures.
1;2;2021-04-27 14:43:41.456208;What do you think about this book?
1;3;2021-04-27 14:45:31.456208;I think the book is very interesting.
1;1;2021-04-27 14:46:38.456208;Is it difficult to prepare for IELTS?
1;1;2021-04-27 14:48:10.456208;It's not if your practice well.
1;3;2021-04-27 14:50:04.456208;What are your views on Donald Trump as the America's President?
1;1;2021-04-27 14:51:00.456208;That's a good question, well I am speechless.
1;3;2021-04-27 14:52:58.456208;How was the movie?
1;2;2021-04-27 14:54:37.456208;It was very interesting. You should watch it.
1;1;2021-04-27 14:55:45.456208;Hi, my name is Steve. It's nice to meet you.
1;2;2021-04-27 14:56:08.456208;I'm Jack. It's a pleasure to meet you, Steve.
1;1;2021-04-27 14:56:40.456208;What do you do for a living?
1;2;2021-04-27 14:58:16.456208;I work.
1;3;2021-04-27 14:59:51.456208;What is your name?
1;3;2021-04-27 15:00:11.456208;bot
1;2;2021-04-27 15:01:37.456208;how have you been?
1;2;2021-04-27 15:02:50.456208;I am fine.
1;3;2021-04-27 15:04:38.456208;Hi what have you been up to?
1;3;2021-04-27 15:05:08.456208;The same as usual.
1;3;2021-04-27 15:06:29.456208;are you going to be in town this weekend?
1;3;2021-04-27 15:07:50.456208;I don't have anything scheduled yet.
1;2;2021-04-27 15:08:59.456208;Will everyone be pitching in with some food?
1;3;2021-04-27 15:09:30.456208;It would be great if you could bring a side dish, but the rest of the food will be provided.
1;3;2021-04-27 15:10:22.456208;What should we wear?
1;3;2021-04-27 15:12:20.456208;Any dress
1;1;2021-04-27 15:13:36.456208;Welcome,come on in!
1;1;2021-04-27 15:14:24.456208;Hi,What a nice home!
1;2;2021-04-27 15:14:47.456208;How long have you lived here?
1;3;2021-04-27 15:15:58.456208;About four years now.
1;2;2021-04-27 15:16:28.456208;How long have you had this house?
1;3;2021-04-27 15:18:01.456208;We just moved here last year.
1;3;2021-04-27 15:19:57.456208;It's a beautiful home. You've done a great job decorating it.
1;3;2021-04-27 15:20:18.456208;That would be wonderful.
1;3;2021-04-27 15:21:05.456208;I can offer you lemonade, iced tea, or mango juice.
1;2;2021-04-27 15:21:48.456208;Iced tea sounds really good right now!
1;2;2021-04-27 15:23:06.456208;Do you want to go to the beach tonight?
1;2;2021-04-27 15:24:09.456208;Sure
1;3;2021-04-27 15:25:33.456208;which beach are we going to?
1;2;2021-04-27 15:27:18.456208;I wanted to go to Malibu beach.
1;3;2021-04-27 15:27:52.456208;Is Malibu beach nice?
1;1;2021-04-27 15:28:13.456208;It's a lot nicer, and I really like it better.
1;2;2021-04-27 15:29:59.456208;So you want to go to Malibu?
1;1;2021-04-27 15:30:17.456208;Sure, let's go to Malibu
1;3;2021-04-27 15:30:44.456208;What are you doing this weekend?
1;3;2021-04-27 15:32:00.456208;I am not sure.
1;1;2021-04-27 15:32:12.456208;What are you doing?
1;3;2021-04-27 15:33:29.456208;I was thinking of maybe taking a drive to the beach.
1;1;2021-04-27 15:35:00.456208;When would you be leaving?
1;2;2021-04-27 15:36:45.456208;I thought that we could leave around 8:00 on Saturday morning.
1;3;2021-04-27 15:36:58.456208;What time are you leaving?
1;3;2021-04-27 15:37:31.456208;I think that Saturday morning around 8:00 would work out well.
1;1;2021-04-27 15:38:49.456208;how are you doing today?
1;3;2021-04-27 15:39:29.456208;Pretty good.
1;3;2021-04-27 15:40:01.456208;Do you know how to get there?
1;2;2021-04-27 15:41:25.456208;yes i know
1;1;2021-04-27 15:42:23.456208;Would you like some help with the food?
1;1;2021-04-27 15:42:46.456208;Just bring along whatever it is that you and Jake would like to drink.
1;3;2021-04-27 15:44:19.456208;Are you feeling OK?
1;3;2021-04-27 15:45:52.456208;My stomach is bothering me.
1;2;2021-04-27 15:46:30.456208;What have you been eating?
1;3;2021-04-27 15:47:37.456208;I had a ham sandwich with mayonnaise for lunch.
1;2;2021-04-27 15:48:09.456208;Maybe the food had something wrong with it.
1;3;2021-04-27 15:49:30.456208;It could be bad food, but I didn't feel so well yesterday, either.
1;2;2021-04-27 15:50:23.456208;Have you been under a lot of pressure lately?
1;3;2021-04-27 15:51:40.456208;I haven't been under any more stress than usual.
1;1;2021-04-27 15:52:16.456208;Good morning, is this Ryan?
1;2;2021-04-27 15:52:44.456208;You are speaking with Ryan.
1;3;2021-04-27 15:53:50.456208;What seems to be the problem?
1;1;2021-04-27 15:54:58.456208;I went hiking and have terrible poison oak.
1;2;2021-04-27 15:56:13.456208;When did you get that?
1;2;2021-04-27 15:58:05.456208;I think I got it on Saturday, but it just showed up today.
1;3;2021-04-27 15:58:27.456208;Have you been having any problems lately?
1;3;2021-04-27 15:58:59.456208;No, but the nurse at school says that I should have my blood pressure checked.
1;2;2021-04-27 16:00:23.456208;Do you have a history of high blood pressure?
1;1;2021-04-27 16:02:11.456208;No, I have never been told that I have high blood pressure.
1;3;2021-04-27 16:03:13.456208;How do you check for high blood pressure?
1;3;2021-04-27 16:03:36.456208;We are going to use this cuff here, and it will give me a reading.
1;1;2021-04-27 16:04:57.456208;What do the numbers mean?
1;1;2021-04-27 16:06:48.456208;They tell me how much your heart is working at rest and when pumping blood.
1;1;2021-04-27 16:06:58.456208;How are you doing?
1;3;2021-04-27 16:07:15.456208;I am doing well
1;3;2021-04-27 16:08:48.456208;How are you?
1;2;2021-04-27 16:09:13.456208;I am fine
1;3;2021-04-27 16:10:27.456208;How are you
1;1;2021-04-27 16:12:23.456208;Nice
1;2;2021-04-27 16:12:59.456208;Are you fine?
1;2;2021-04-27 16:14:21.456208;I am fine
